"","year","id.sector","sector","labour"
"352",2022,39,"Penyediaan Akomodasi",33296.2174143175
"353",2022,40,"Penyediaan Makan Minum",382272.599630625
"354",2022,41,"Informasi dan Komunikasi",112053.034683808
"355",2022,42,"Jasa Perantara Keuangan",76095.9908785004
"356",2022,43,"Asuransi dan Dana Pensiun",7893.83331431758
"357",2022,44,"Jasa Keuangan Lainnya",8337.07004634549
"358",2022,45,"Jasa Penunjang Keuangan",1311.41761080656
"359",2022,46,"Real Estate",17963.0438938644
"360",2022,47,"Jasa Perusahaan",33397.5285360484
"361",2022,48,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",122303.761702324
"362",2022,49,"Jasa Pendidikan",196577.557550015
"363",2022,50,"Jasa Kesehatan dan Kegiatan Sosial",228849.405122186
"364",2022,51,"Jasa lainnya",46881.771870169
"365",2022,52,"Lainnya",835.81646128222
"366",2023,1,"Tanaman Pangan",81353.1289348362
"367",2023,2,"Tanaman Hortikultura",57665.0859930586
"368",2023,3,"Perkebunan",61178.4751103965
"369",2023,4,"Peternakan",265921.295578935
"370",2023,5,"Jasa Pertanian, dan Perburuan",0
"371",2023,6,"Kehutanan dan Penebangan Kayu",1003.19221128417
"372",2023,7,"Perikanan",78285.93139962
"373",2023,8,"Pertambangan Minyak, Gas dan Panas Bumi",115990.594629456
"374",2023,9,"Pertambangan Bijih Logam",4611.13853202123
"375",2023,10,"Pertambangan dan Penggalian Lainnya",33603.2467152132
"376",2023,11,"Industri Batubara dan Pengilangan Migas",2087205.73772014
"377",2023,12,"Industri Makanan dan Minuman",888293.490961556
"378",2023,13,"Pengolahan Tembakau",26312.0042508481
"379",2023,14,"Industri Tekstil dan Pakaian Jadi",1663778.82765946
"380",2023,15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",210085.300083569
"381",2023,16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",326727.45144708
"382",2023,17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",357087.684129662
"383",2023,18,"Industri Kimia, Farmasi dan Obat Tradisional",1330557.95769121
"384",2023,19,"Industri Karet, Barang dari Karet dan Plastik",454738.623821012
"385",2023,20,"Industri Barang Galian bukan Logam",176897.217644652
"386",2023,21,"Industri Logam Dasar",319399.272898415
"387",2023,22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",10809847.0771995
"388",2023,23,"Industri Mesin dan Perlengkapan YTDL",2199838.07698417
"389",2023,24,"Industri Alat Angkutan",1820127.59639574
"390",2023,25,"Industri Furnitur",97277.1434941021
"391",2023,26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",180375.148398168
"392",2023,27,"Ketenagalistrikan",422621.698130984
"393",2023,28,"Pengadaan Gas dan Produksi Es",10745.5333828057
"394",2023,29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",23070.465454055
"395",2023,30,"Konstruksi",1866680.73788126
"396",2023,31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",134058.396731187
"397",2023,32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",1447768.93158978
"398",2023,33,"Angkutan Rel",69891.0297811737
"399",2023,34,"Angkutan Darat",1066944.44894131
"400",2023,35,"Angkutan Laut",10665.7516135648
"401",2023,36,"Angkutan Sungai Danau dan Penyeberangan",10.3420007193157
"402",2023,37,"Angkutan Udara",183556.109980938
